Batch size: 512
Timestamp: 2025-08-31T18:51:17.440Z
Sender: 0x24eaF36F9e9faACd8e6212Dd86b78e4d7dADba80
Contract L1: 0xd0e74390a62a4544fafc66941996833d785b3fb0
L2 target: 0x641613d937708a00b3f1e3b327cd96fdf7bef393fe381755d16385257d6909e
Selector: 0x5421de947699472df434466845d68528f221a52fce7ad2934c5dae2e1f1cdc
Value per tx (wei): 10000

tx_hash, status, block_L1
0x5af7223668229e1c8cfca2a10397632a7abc6763d4f5283ec768b82bc236546d, SUCCESS, 9105440
0xfdef56111b68324b3302f49e32a3d675f6ced19b6a27c97c77a23010a5e8ab2c, SUCCESS, 9105440
0xe36a859d4b7d19e3a030e80c1f08992e2f8d991e4bea3a06e6c05d1b5d67536a, SUCCESS, 9105441
0xdff3137a618c16ff3d88c2872fc5270f8d238c67d6fa172d94ef7ad54bc8882c, SUCCESS, 9105441
0xed4a1b1f402280a5e6bb4c1f0bf8f6404f3e54eadbc5eb705b75f985fadf4278, SUCCESS, 9105441
0xf629590764dfb0c7111bdca6664128beda1cbbc497aadabe6eced08f0f1b0400, SUCCESS, 9105441
0x78bd30f6626249db8ff9dbaedfb433852b0df8bf75302e30388101325cdebff6, SUCCESS, 9105441
0x639455985d53b7aa039cb2da636dfcc19fe6f14857b8cce08da7020542f0b2b8, SUCCESS, 9105441
0x56be6b43f2725315ccd6303ce8f9159f778ec191b20ec823cda9bc8d3a22eef2, SUCCESS, 9105441
0xafa25416b1ae428cb2ac788ca0c728c913ab26378c6dd3404fdd39affa251455, SUCCESS, 9105441
0xac2266252de2c05ac0c692ee173fc64559cf00a5e07fb7d3e278957b9f0cfefc, SUCCESS, 9105441
0x768f617788df16c56c6a368c014af2fd38e7c4c9e2e14eb046d678939128fc01, SUCCESS, 9105441
0xcac1e01ff7c74e43f9aaf3caaf1218cc08507bcfcbde5f98a0eb70fa659f925a, SUCCESS, 9105441
0x1bc8fdfba81435d9d209c548b2ea62b5def245ecff9efeda09f2a946af564828, SUCCESS, 9105441
0x2ff35b0f3c96044f48c1119ebcda0ba46c06567d59b1ff863772136c85690e07, SUCCESS, 9105442
0xeb18c8ee2d1bf9e8706582eb85f07b2dbdc7e7b6ca94a30b547df4db884de6bc, SUCCESS, 9105442
0x0902e97eb72bf57fc44130d5a413ede0341661f29e1c28f06e7ea8af1a84edab, SUCCESS, 9105442
0xc620f55151d2654f7083e6d42e410414807e90362c4c6ccbc3eb4370761276ff, SUCCESS, 9105442
0x4aebfd81bcaef9661f0e17519c376a70b2e7a67202a32e1e495c4fdf47c3b2e6, SUCCESS, 9105442
0x1a68bcb2f71c46e2418cd9af9ce5e4954956e3db7d5302cbb8b467c13cf49b61, SUCCESS, 9105442
0x0a18a845ffb39b0d293378c287207a144db529e4aeb053b5d74f203d66200320, SUCCESS, 9105442
0xe06fc93b7896c00cd2ae30baddae2038e4accf0e32e5389058053c72838e303a, SUCCESS, 9105442
0x46a0d3d48f341b42a4531f58d7ba3f049a05d7be0d7d7663fa4b035d597e52b9, SUCCESS, 9105442
0xe8645e84a8da47a110d3eb7b99d7a4a855b3e3606e1babbef992f62862080fd0, SUCCESS, 9105442
0x5c9f6668b26322e54b0acb80d40362b5820543d11c21abce9c1bb711c0ec1ae9, SUCCESS, 9105442
0x8650b27b014887b5ae5391c0b49d8409a8e6e9f37a77d0472e9890502d89d48d, SUCCESS, 9105442
0x3055ed442e95c62f990f64a608438bac86db5d8e49233114896c3ec44c864829, SUCCESS, 9105442
0xb52f780f8c2b868aa8d43ca22e69a52d77fb254d9753b2481d6a8d7bca799004, SUCCESS, 9105442
0xdb66cca9fcb26b1c71da36870d1334d7e65732ea45a4e5f1ccd7738211674382, SUCCESS, 9105443
0x4df3ed965d4e4735fa9521a272b98886004b6342bed6aeefab51b97f79975f9a, SUCCESS, 9105443
0x2dd0a08407acef1cd599bb47106afe5577e96dd9bfa236df405d0e192f340a3f, SUCCESS, 9105443
0x9e87d072b59e40e48eadd9f2dc5ecb5b17123d00ee98d8bb005b20f4cfb39bca, SUCCESS, 9105444
0xbbbcce140c5a21c36a54c0bdbd4c3850b372063fc9140fa93fbc1031bba21f23, SUCCESS, 9105444
0xc5e5f0b6e0ba762275fa21fb078fda734f9d02c24f0fcb1a0bab7d5e5943d28b, SUCCESS, 9105444
0xd1c6bc698d3b2e2d560e26f4eab0e165f646e62d01e7d7e9d437e667b4a13a12, SUCCESS, 9105444
0x05891f9d5436dc4604611cc706496535c74f995b252358c1084f5ffa4d53ed05, SUCCESS, 9105444
0x48a4314fba0bd6d5d0fbfa26f03f03360f09708a44f41da8d384ad5e4a1a237f, SUCCESS, 9105444
0x70d9b4470c61690c5f6f4de7a85063b807e6d3aa8f7fecd2fdcadd975e7f706b, SUCCESS, 9105444
0xfedad9af110dc56117d240272e4cdef8a0e0c3f43a5d78df4137a25a64524f58, SUCCESS, 9105444
0x6939a4e6d7c2ed1444d7c7a67e0adc7234f11a4ca7f6c8b9fa61f2c66dd2a634, SUCCESS, 9105444
0xb5c017bb15f23827d197eb5bb75ce0f84c3a962f8f227860ad02bc510e7dfb11, SUCCESS, 9105445
0xe916a3b2f81d7c060279cbb01500bc3a0ead1bd8d7f6b0c8f9259ad77a51e680, SUCCESS, 9105445
0xb56e0a30265e8273439ce03989e3934579ee470f3b1929f25421b863dac6dd72, SUCCESS, 9105445
0xe860727a3acf785794f81df69ff64450d415f0440637f21ff1ec3fa5787a98c1, SUCCESS, 9105445
0x9f379ba8d0e4f5b33cd6dfc2a82d44692d44b669dd469f27bcae94cd8d5e45df, SUCCESS, 9105445
0xd5c1202e82c7935eb84464cc4696a50a9fc8649c632d303b3bf49d55dab5f075, SUCCESS, 9105445
0x2995475d344669802602f5d0f488a9c4725c98a648df775d8de375557c3ad89e, SUCCESS, 9105445
0x2208a90fe7465c803513601957b6a9fa38834b0d696283316dfec42cfbf273e8, SUCCESS, 9105445
0x94792df37aa8d08c7ef477e59186b0e63fd55642312bdcc618219059860ca0fa, SUCCESS, 9105445
0xf612b21128ea2770e5f949f7f8f76eaef4de796e2daac302798f012e837f92cf, SUCCESS, 9105446
0xe97242aa490805282cf85dbe29bde571901802850818efdcae39cce416f5e4e6, SUCCESS, 9105446
0xb8a7c81f3fca2161c8a0c8b7a96ca95db296d61b58288511a65911774ba27bc0, SUCCESS, 9105446
0x8cbae3eda723c757bbd87a777c8f3e003103701f32f19adc04978e5f5a20a206, SUCCESS, 9105446
0x8be5e303b85e66168f448b1945022d3617b321e1dd8fb5976502851222fdde4e, SUCCESS, 9105446
0xc55ef638bf52dbe6b4b6a18e8f915954be64dc68a59e2bc8aabd9e6f72e820e3, SUCCESS, 9105446
0x9d542ab08ae11788192ec316b3fd4f3a0e728746ba162df52bcc75e3550ca23e, SUCCESS, 9105446
0x692b2825ff9acc2dc37a763412b10d7d6389b874edb0d72efae96aa90e7e5cfc, SUCCESS, 9105446
0x8c25147b924a2fee9c9a17bf247ec6680b8d1212dafae2f0d1b98707d89fd813, SUCCESS, 9105446
0x82ae32a3209019e63af6d69b2872c8ea97d27a12db75d2ba351f4e699a313009, SUCCESS, 9105446
0x5c1781eff844ebe8e70be3e59e500905ef6ea981f870108c8338e501317b8c7c, SUCCESS, 9105446
0x1ec364ac27c18e3261ef8da6c9d5e2f8b1672356ef3496228ba6fa655ea3dd84, SUCCESS, 9105446
0x76ed0a0379e0ab4af5c5c5dc30adb20f1101c810c54f20826387b557f2b35c84, SUCCESS, 9105446
0x4923b84463161786deba00505bf877e4d7ed444ba5894c4046d1955a95b1cc1f, SUCCESS, 9105447
0xdf687d9e3332b2feb22376cc6fb9d06fa76db108b09894988baaa0bb68a87176, SUCCESS, 9105447
0x06498e97ee8f7e5927648c637970b385b3a09688239dd50115a2a2586cfd30ed, SUCCESS, 9105447
0x7f9a593e257539d944399495b404e1e937fee1b7b69267f7d18afc259a40d372, SUCCESS, 9105447
0xd59f83a45bc47d2d71fb84063680c941b44326ffc40de8b89cc5d94dafe99a5a, SUCCESS, 9105447
0xf604aa3953732e9231cd671cbb13b8e31cad7d097fbf77c19d8bb11415dd7b20, SUCCESS, 9105447
0xed4bf6a0c04c58454b0afbe69792cf070206ad5d65900537bd4aabb5fb4c260f, SUCCESS, 9105447
0x071877e4e227773815aec7fc5c6bc58f6c8f019bce4465b686fa2f5beeef6d12, SUCCESS, 9105447
0x4a2d8e934eebf8d144a4fa61bb517233b1d2da89f8d1a221dfd3ccfc8ef31c04, SUCCESS, 9105447
0x1f24ba0bd402a8b3ac35792de5a524451e28af573a452ac293ea247fecbc1264, SUCCESS, 9105447
0x96096fba794f3969f6dcf721af53a82517bcefd74fedc304bd6a948da457f582, SUCCESS, 9105447
0xdadc7d55bb06b09d4809962fe0e300bbaa7691c71cde5ef44ad6d27c77c17986, SUCCESS, 9105447
0xa6e02baefcfa48e0910ba9a7f0ca9f0866282640ef80596a101940a59b61878f, SUCCESS, 9105448
0x51d44fb080c1742f5f9d143bedf6cb153fb582d876c84dada3e4f1130c51aa3d, SUCCESS, 9105448
0x91f3a844c096d5b48a86df09cabf1e3fa2c470d9dbbd05e0e0529d9e6331a6f6, SUCCESS, 9105448
